char,division,division_tw,region
𰏁,山⺧儿贝,,CJK-G
𰏂,山山口夊,,CJK-G
𰏃,川一日一,,CJK-G
𰏄,巛早,,CJK-G
𰏅,一巛工子,,CJK-G
𰏆,巛田冖用,,CJK-G
𰏇,工乙,,CJK-G
𰏈,工戈,,CJK-G
𰏉,工丂九,,CJK-G
𰏊,工厶,,CJK-G
𰏋,工口,,CJK-G
𰏌,工西,,CJK-G
𰏍,工山土,,CJK-G
𰏎,⺶工⺈亅,,CJK-G
𰏏,彐丿口巳,,CJK-G
𰏐,木木己,,CJK-G
𰏑,刀巾,,CJK-G
𰏒,巾巾,,CJK-G
𰏓,巾乌,,CJK-G
𰏔,巾亠几,,CJK-G
𰏕,巾一戈,,CJK-G
𰏖,巾丿之,,CJK-G
𰏗,巾巾巾,,CJK-G
𰏘,八冂丨,,CJK-G
𰏙,𠂤一巾,,CJK-G
𰏚,卅冖巾丿,,CJK-G
𰏛,一巾巛田,,CJK-G
𰏜,巾米女,,CJK-G
𰏝,白巾夕卜,,CJK-G
𰏞,土九巾,,CJK-G
𰏟,巾门木丷,,CJK-G
𰏠,巾木木龰,,CJK-G
𰏡,巾冫心,,CJK-G
𰏢,干山,,CJK-G
𰏣,丁干丷,,CJK-G
𰏤,人人一廾,,CJK-G
𰏥,人𠂉ヰ,,CJK-G
𰏦,干丷干丷,,CJK-G
𰏧,⺊尸𠂉ヰ,,CJK-G
𰏨,干丷斤丿,,CJK-G
𰏩,壴干,,CJK-G
𰏪,木古干,,CJK-G
𰏫,𠂉ヰ合,,CJK-G
𰏬,口口口丷,,CJK-G
𰏭,虍业干,,CJK-G
𰏮,土勹米,,CJK-G
𰏯,幺儿,,CJK-G
𰏰,幺㇆一,,CJK-G
𰏱,丩幺王,,CJK-G
𰏲,广马,,CJK-G
𰏳,广申,,CJK-G
𰏴,广,,CJK-G
𰏵,⺌兀广,,CJK-G
𰏶,广人二厶,,CJK-G
𰏷,广木丿厶,,CJK-G
𰏸,广罒二,,CJK-G
𰏹,广𡗗,,CJK-G
𰏺,广矢口,,CJK-G
𰏻,广氵皮,,CJK-G
𰏼,广卅冖巾,,CJK-G
𰏽,广夫丷土,,CJK-G
𰏾,广⺁彐殳,,CJK-G
𰏿,广車辶,,CJK-G
𰐀,广丿夫𧘇,,CJK-G
𰐁,广丶彐月,,CJK-G
𰐂,广卄一夕,,CJK-G
𰐃,广土人皿,,CJK-G
𰐄,广卄一辶,,CJK-G
𰐅,广臼丨一,广丨一,CJK-G
𰐆,丂灬大,,CJK-G
𰐇,上廾,,CJK-G
𰐈,女廾,,CJK-G
𰐉,匕匕廾,,CJK-G
𰐊,一夕刂廾,,CJK-G
𰐋,囗口一廾,,CJK-G
𰐌,木乂乂廾,乂乂木廾,CJK-G
𰐍,甲弋,,CJK-G
𰐎,弋日干,,CJK-G
𰐏,弋⺈用,弋⺈土,CJK-G
𰐐,弋言,,CJK-G
𰐑,弋习习白,,CJK-G
𰐒,弋人人日,,CJK-G
𰐓,弓口二,,CJK-G
𰐔,弓日一,,CJK-G
𰐕,匕匕弓,,CJK-G
𰐖,弓牙,,CJK-G
𰐗,弓甫,,CJK-G
𰐘,弓口二力,,CJK-G
𰐙,弓一弋止,,CJK-G
𰐚,弓鱼,,CJK-G
𰐛,弓⺶乚丶,弓⺷儿丶,CJK-G
𰐜,弓山而,,CJK-G
𰐝,弓甫,,CJK-G
𰐞,弓亠日小,,CJK-G
𰐟,弓艹日大,,CJK-G
𰐠,一兀弓十,,CJK-G
𰐡,亦弓亻貝,,CJK-G
𰐢,土八土弓,土儿土弓,CJK-G
𰐣,彐扌立,,CJK-G
𰐤,生生彐,,CJK-G
𰐥,彐米八刀,,CJK-G
𰐦,牛彡,,CJK-G
𰐧,立彡,,CJK-G
𰐨,䒑廾彡,,CJK-G
𰐩,豸彡,,CJK-G
𰐪,文口彡,,CJK-G
𰐫,米女彡,,CJK-G
𰐬,彳川,,CJK-G
𰐭,彳白,,CJK-G
𰐮,彳十目,,CJK-G
𰐯,彳口木,,CJK-G
𰐰,彳,,CJK-G
𰐱,彳上小又,,CJK-G
𰐲,彳七日,,CJK-G
𰐳,彳刀羊,,CJK-G
𰐴,彳至夊,,CJK-G
𰐵,彳咼,,CJK-G
𰐶,彳幺夊止,,CJK-G
𰐷,彳日罒又,彳冂二又,CJK-G
𰐸,彳日幺土,,CJK-G
𰐹,彳上小壬,,CJK-G
𰐺,乙心,,CJK-G
𰐻,几心,,CJK-G
𰐼,人心,,CJK-G
𰐽,几丶心,,CJK-G
𰐾,忄广,,CJK-G
𰐿,忄𠄎,,CJK-G
𰑀,又亅心,,CJK-G
𰑁,忄二㇉丶,,CJK-G
𰑂,忄冂乂,,CJK-G
𰑃,忄日,,CJK-G
𰑄,忄人匕,,CJK-G
𰑅,忄人人,,CJK-G
𰑆,牛心,,CJK-G
𰑇,心丿一,,CJK-G
𰑈,巴心,,CJK-G
𰑉,又凵心,,CJK-G
𰑊,忄マ,,CJK-G
𰑋,匚コ心,,CJK-G
𰑌,忄冂大,,CJK-G
𰑍,忄口力,,CJK-G
𰑎,入士心,,CJK-G
𰑏,忄宀匕,,CJK-G
𰑐,忄䒑二,,CJK-G
𰑑,丷彐心,,CJK-G
𰑒,心丿心,,CJK-G
𰑓,艹心,,CJK-G
𰑔,扌九丶心,,CJK-G
𰑕,厂犬心,,CJK-G
𰑖,忄𠂉ヰ,,CJK-G
𰑗,心丿口乂,,CJK-G
𰑘,忄羊,,CJK-G
𰑙,忄文刂,,CJK-G
𰑚,忄宀寸,,CJK-G
𰑛,忄广丿七,,CJK-G
𰑜,戊㇆心,,CJK-G
𰑝,忄十冂大,,CJK-G
𰑞,忄干心,,CJK-G
𰑟,工贝心,,CJK-G
𰑠,忄口木,,CJK-G
𰑡,〢又土心,,CJK-G
𰑢,身心,,CJK-G
𰑣,⺧口心,,CJK-G
𰑤,忄宀厶,,CJK-G
𰑥,忄门月,,CJK-G
𰑦,忄广,,CJK-G
𰑧,车斤心,,CJK-G
𰑨,王一兀心,,CJK-G
𰑩,木八厶心,,CJK-G
𰑪,忄口电,,CJK-G
𰑫,忄罒夕,,CJK-G
𰑬,忄⺁十贝,,CJK-G
𰑭,七夊心,,CJK-G
𰑮,忄方夊,,CJK-G
𰑯,忄厶人丶,,CJK-G
𰑰,忄十冖力,,CJK-G
𰑱,忄厂日子,,CJK-G
𰑲,土亻壬心,,CJK-G
𰑳,忄十冂,,CJK-G
𰑴,一丌一丿,,CJK-G
𰑵,卅冖巾心,,CJK-G
𰑶,日生心,,CJK-G
𰑷,⺈口儿心,,CJK-G
𰑸,广夫丷心,,CJK-G
𰑹,忄䒑月刂,,CJK-G
𰑺,忄氵舌,,CJK-G
𰑻,立口丨心,,CJK-G
𰑼,不覀心,,CJK-G
𰑽,忄小貝,,CJK-G
𰑾,忄艹力力,,CJK-G
𰑿,忄尚儿,,CJK-G
𰒀,忄馬,,CJK-G
𰒁,禾火心乛,,CJK-G
𰒂,忄屮屮心,,CJK-G
𰒃,方𠂉斤心,,CJK-G
𰒄,米⺀十心,,CJK-G
𰒅,忄雨彐,,CJK-G
𰒆,忄艹一人,,CJK-G
𰒇,忄亻月,,CJK-G
𰒈,忄子阝,,CJK-G
𰒉,忄宀耳又,,CJK-G
𰒊,言𠂉十心,,CJK-G
𰒋,忄石一乂,,CJK-G
𰒌,耳乂凵心,,CJK-G
𰒍,口心,,CJK-G
𰒎,忄隹木,,CJK-G
𰒏,忄金欠,,CJK-G
𰒐,忄⺶目,,CJK-G
𰒑,忄䒑彐灬,忄八一灬,CJK-G
𰒒,氵卅冖心,,CJK-G
𰒓,忄乛止,,CJK-G
𰒔,忄龶貝力,,CJK-G
𰒕,忄田戈,,CJK-G
𰒖,豸页心,,CJK-G
𰒗,忄古儿儿,,CJK-G
𰒘,士殳心,,CJK-G
𰒙,忄氵卄入,,CJK-G
𰒚,立日心口,,CJK-G
𰒛,木几心,,CJK-G
𰒜,一业心水,,CJK-G
𰒝,木口木丿,,CJK-G
𰒞,忄巛囗,,CJK-G
𰒟,忄覀䒑月,,CJK-G
𰒠,八人口心,,CJK-G
𰒡,忄雨口口,,CJK-G
𰒢,忄⺮罒丶,,CJK-G
𰒣,宀口口心,,CJK-G
𰒤,不戈,,CJK-G
𰒥,戈戈,,CJK-G
𰒦,戈夊⺀,,CJK-G
𰒧,戈夕又,,CJK-G
𰒨,戈幺人,,CJK-G
𰒩,戈早,,CJK-G
𰒪,一口䒑戈,,CJK-G
𰒫,戈七凵日,,CJK-G
𰒬,⺊口人戈,,CJK-G
𰒭,戈貝刂,,CJK-G
𰒮,戊丶木口,,CJK-G
𰒯,匚火火戈,,CJK-G
𰒰,亠丷冂戈,,CJK-G
𰒱,巛日木戈,,CJK-G
𰒲,戈口一一,,CJK-G
𰒳,戊丶爫大,,CJK-G
𰒴,户方几乂,戶方几乂,CJK-G
𰒵,户亠丷口,,CJK-G
𰒶,户方户方,戶方戶方,CJK-G
𰒷,扌七,,CJK-G
𰒸,扌卩,,CJK-G
𰒹,扌乜,,CJK-G
𰒺,扌㇆一,,CJK-G
𰒻,手了,,CJK-G
𰒼,扌三,,CJK-G
𰒽,扌一勹,,CJK-G
𰒾,扌丁丁,,CJK-G
𰒿,扌匚儿,,CJK-G
𰓀,扌一幺,,CJK-G
𰓁,手匕匕,,CJK-G
𰓂,手戈,,CJK-G
𰓃,手又,,CJK-G
𰓄,扌长,,CJK-G
𰓅,七手,,CJK-G
𰓆,扌乌,,CJK-G
𰓇,手之,,CJK-G
𰓈,手户,,CJK-G
𰓉,文手,,CJK-G
𰓊,扌力八,,CJK-G
𰓋,扌丨彐,,CJK-G
𰓌,扌十口,,CJK-G
𰓍,手卄二,,CJK-G
𰓎,手丁口,,CJK-G
𰓏,手口,,CJK-G
𰓐,扌口乂,,CJK-G
𰓑,手甲,,CJK-G
𰓒,手电,,CJK-G
𰓓,扌入山,,CJK-G
𰓔,扌门人,,CJK-G
𰓕,扌⺀大,,CJK-G
𰓖,手弓,,CJK-G
𰓗,扌厂土丶,,CJK-G
𰓘,扌工几丶,,CJK-G
𰓙,厂犬手,,CJK-G
𰓚,手丨子,,CJK-G
𰓛,戈刂手,,CJK-G
𰓜,扌艹,,CJK-G
𰓝,扌リ一巾,,CJK-G
𰓞,扌舟,,CJK-G
𰓟,扌九木,,CJK-G
𰓠,扌亻二厶,,CJK-G
𰓡,扌亻彐丿,,CJK-G
𰓢,扌䒑一丶,,CJK-G
𰓣,扌宀又丶,,CJK-G
𰓤,扌讠𠂉十,,CJK-G
𰓥,扌广丿厶,,CJK-G
𰓦,手穴乙,,CJK-G
𰓧,扌子小,,CJK-G
𰓨,扌又木,,CJK-G
𰓩,扌弓也,,CJK-G
𰓪,手彐,,CJK-G
𰓫,扌匚甲,,CJK-G
𰓬,扌一,,CJK-G
𰓭,扌干心,,CJK-G
𰓮,扌丁末,,CJK-G
𰓯,手木口,,CJK-G
𰓰,手大人人,,CJK-G
𰓱,扌〢又土,,CJK-G
𰓲,口力刂手,,CJK-G
𰓳,扌⺁一巾,,CJK-G
𰓴,扌勹王丶,,CJK-G
𰓵,手夊丰,,CJK-G
𰓶,禾刂手,,CJK-G
𰓷,扌门王,,CJK-G
𰓸,扌户口,扌戶口,CJK-G
𰓹,扌丶廾丶,,CJK-G
𰓺,扌臣人,,CJK-G
𰓻,扌夫见,,CJK-G
𰓼,扌车斤,,CJK-G
𰓽,手龷日,,CJK-G
𰓾,扌罒山,,CJK-G
𰓿,扌止匕二,,CJK-G
𰔀,手艹亻匕,,CJK-G
𰔁,扌⺁上小,,CJK-G
𰔂,扌䒑大刂,,CJK-G
𰔃,手氵土厶,,CJK-G
𰔄,乛水三手,,CJK-G
𰔅,手了口一,手丂口一,CJK-G
𰔆,扌面,,CJK-G
𰔇,扌卅冖巾,,CJK-G
𰔈,扌十戈口,,CJK-G
𰔉,扌龶皿,,CJK-G
𰔊,手世木,,CJK-G
𰔋,扌口丄贝,,CJK-G
𰔌,手艹口,,CJK-G
𰔍,扌爪⺊口,,CJK-G
𰔎,扌夭水,,CJK-G
𰔏,扌穴又又,,CJK-G
𰔐,手丶,,CJK-G
𰔑,手彐廴,,CJK-G
𰔒,扌匚非,,CJK-G
𰔓,扌石皮,,CJK-G
𰔔,扌一夕灬,,CJK-G
𰔕,一手,,CJK-G
𰔖,扌舌辶,,CJK-G
𰔗,扌斤小大,,CJK-G
𰔘,扌月习习,,CJK-G
𰔙,手舟殳,,CJK-G
𰔚,扌冖⺈丶,,CJK-G
𰔛,扌米⺀十,,CJK-G
𰔜,扌一𧘇,,CJK-G
𰔝,扌厶大水,,CJK-G
𰔞,扌厶龶夊,,CJK-G
𰔟,手土丶,,CJK-G
𰔠,扌山冂山,,CJK-G
𰔡,扌田夊口,,CJK-G
𰔢,扌八刀貝,,CJK-G
𰔣,扌人丶貝,扌人一貝,CJK-G
𰔤,扌文見,,CJK-G
𰔥,犭虫扌丁,,CJK-G
𰔦,扌爫冖ヰ,,CJK-G
𰔧,扌⺮工丶,,CJK-G
𰔨,扌穴一丶,,CJK-G
𰔩,扌广龶皿,,CJK-G
𰔪,扌木木龰,,CJK-G
𰔫,扌七凵頁,,CJK-G
𰔬,扌大丷火,,CJK-G
𰔭,扌革二力,,CJK-G
𰔮,扌月田心,扌⺼田心,CJK-G
𰔯,扌夕目丷,,CJK-G
𰔰,手白冫木,,CJK-G
𰔱,扌䒑自辶,,CJK-G
𰔲,扌宀马,,CJK-G
𰔳,扌大隹寸,,CJK-G
𰔴,扌門䒑大,,CJK-G
𰔵,扌爫缶厶,,CJK-G
𰔶,车一手,车一手,CJK-G
𰔷,扌广日十,扌广田十,CJK-G
𰔸,扌匚艹心,,CJK-G
𰔹,扌彳十心,,CJK-G
𰔺,扌⺮馬,,CJK-G
𰔻,扌爫冂虫,,CJK-G
𰔼,扌厶糸,,CJK-G
𰔽,手艹口隹,手卝口隹,CJK-G
𰔾,合手扌龰,,CJK-G
𰔿,手罒糹隹,,CJK-G
𰕀,十又巛,,CJK-G
𰕁,十又彐寸,,CJK-G
𰕂,十又立亅,,CJK-G
𰕃,丂⺊又,,CJK-G
𰕄,犬夊,,CJK-G
𰕅,匚乂⺊又,,CJK-G
𰕆,方⺊又,,CJK-G
𰕇,厶廾夊,,CJK-G
𰕈,夭夊,,CJK-G
𰕉,匚矢⺊又,,CJK-G
𰕊,爫子夊,,CJK-G
𰕋,尚⺊又,,CJK-G
𰕌,隹夊,,CJK-G
𰕍,方夊口丨,,CJK-G
𰕎,亠厶月夊,七丶月夊,CJK-G
𰕏,一冂人夊,,CJK-G
𰕐,⺊冖一又,,CJK-G
𰕑,人一木夊,,CJK-G
𰕒,尚土⺊又,,CJK-G
𰕓,白小彡夊,,CJK-G
𰕔,人人土夊,,CJK-G
𰕕,立里夊,,CJK-G
𰕖,耳口王夊,耳口壬夊,CJK-G
𰕗,目爿片夊,,CJK-G
𰕘,虍田月又,虍田⺼又,CJK-G
𰕙,丿彐夊,⺈コ夊,CJK-G
𰕚,生文,,CJK-G
𰕛,弓冫弓文,,CJK-G
𰕜,⺮目廾文,,CJK-G
𰕝,𠂉十斤,,CJK-G
𰕞,斤丶下,,CJK-G
𰕟,尸亠巾斤,,CJK-G
𰕠,⺊日丨斤,,CJK-G
𰕡,幺言斤,,CJK-G
𰕢,艹一口斤,,CJK-G
𰕣,口口日斤,,CJK-G
𰕤,止日止斤,,CJK-G
𰕥,口口日斤,,CJK-G
𰕦,艹日大斤,,CJK-G
𰕧,方弓,,CJK-G
𰕨,方儿冫,,CJK-G
𰕩,方⺌月,方⺌⺼,CJK-G
𰕪,方爫子,,CJK-G
𰕫,方丶艮,,CJK-G
𰕬,方𠂉早,,CJK-G
𰕭,方𠂉人厶,,CJK-G
𰕮,方𠂉亻土,,CJK-G
𰕯,方𠂉乛小,,CJK-G
𰕰,リ一尢,,CJK-G
𰕱,日丂,,CJK-G
𰕲,リ日,,CJK-G
𰕳,日子,,CJK-G
𰕴,早七,,CJK-G
𰕵,日厂力,,CJK-G
𰕶,日殳,,CJK-G
𰕷,日人,,CJK-G
𰕸,日一止,,CJK-G
𰕹,日干力,,CJK-G
𰕺,日マ,,CJK-G
𰕻,日甲,,CJK-G
𰕼,日申,,CJK-G
𰕽,母日,,CJK-G
𰕾,尸几日,,CJK-G
𰕿,日西,,CJK-G
𰖀,早丑,,CJK-G
𰖁,日木冂,,CJK-G
𰖂,日⺌彐,,CJK-G
𰖃,人人人日,,CJK-G
𰖄,日一卩,,CJK-G
𰖅,日⺧儿,,CJK-G
𰖆,乛水一日,,CJK-G
𰖇,日古儿,,CJK-G
𰖈,日一业丿,,CJK-G
𰖉,日一口䒑,,CJK-G
𰖊,日日乀,,CJK-G
𰖋,日夊人人,,CJK-G
𰖌,日犭王,,CJK-G
𰖍,日木日,,CJK-G
𰖎,日長,,CJK-G
𰖏,日车辶,,CJK-G
𰖐,日一,,CJK-G
𰖑,日斤辶,,CJK-G
𰖒,日一大日,日夭日,CJK-G
𰖓,日宀⺀大,,CJK-G
𰖔,日水日,,CJK-G
𰖕,日子皿,,CJK-G
𰖖,日一冂又,,CJK-G
𰖗,人一米日,,CJK-G
𰖘,七古日,,CJK-G
𰖙,日文厂彡,,CJK-G
𰖚,日米女,,CJK-G
𰖛,日馬,,CJK-G
𰖜,日十戈木,,CJK-G
𰖝,日卯田,,CJK-G
𰖞,日生又寸,,CJK-G
𰖟,日氵丶艮,,CJK-G
𰖠,日又隹,,CJK-G
𰖡,日一弋貝,,CJK-G
𰖢,日龶勹夊,日士方夊,CJK-G
𰖣,日艹雨,,CJK-G
𰖤,日尚巾,,CJK-G
𰖥,目艮日,,CJK-G
𰖦,日日冖丂,,CJK-G
𰖧,日夊丰辶,,CJK-G
𰖨,矢口日,,CJK-G
𰖩,日文凵厶,,CJK-G
𰖪,日亠丷古,,CJK-G
𰖫,𡗗日月,,CJK-G
𰖬,日子夊,,CJK-G
𰖭,日⺶目,,CJK-G
𰖮,日巳巳八,,CJK-G
𰖯,日工辶,,CJK-G
𰖰,日一龰又,,CJK-G
𰖱,日䒑辶,,CJK-G
𰖲,僉日,,CJK-G
𰖳,日生忄凵,,CJK-G
𰖴,忄車斤日,,CJK-G
𰖵,日肀一皿,,CJK-G
𰖶,日舟殳皿,,CJK-G
𰖷,日立日女,,CJK-G
𰖸,日宀丿田,,CJK-G
𰖹,日耂日,,CJK-G
𰖺,日十戈八,,CJK-G
𰖻,日門木丷,,CJK-G
𰖼,日艹罒日,,CJK-G
𰖽,日⺧儿貝,,CJK-G
𰖾,日𡗗日虫,,CJK-G
𰖿,日彳丶王,,CJK-G
𰗀,丷田一日,,CJK-G
𰗁,曲十,,CJK-G
𰗂,彐土日月,,CJK-G
𰗃,丷日日,,CJK-G
𰗄,亠八月,,CJK-G
𰗅,月电,,CJK-G
𰗆,山夕月,,CJK-G
𰗇,月夭丁,,CJK-G
𰗈,月月,,CJK-G
𰗉,月小,,CJK-G
𰗊,月石辶,,CJK-G
𰗋,月爫臼,,CJK-G
𰗌,月一乛丶,,CJK-G
𰗍,月立早,,CJK-G
𰗎,月艹大廾,,CJK-G
𰗏,月土兀,,CJK-G
𰗐,ヰ人,,CJK-G
𰗑,又木,,CJK-G
𰗒,木又,,CJK-G
𰗓,木广,,CJK-G
𰗔,牙木,,CJK-G
𰗕,木,,CJK-G
𰗖,木人匕,,CJK-G
𰗗,木亻乃,,CJK-G
𰗘,〢木,,CJK-G
𰗙,木⺈彐,,CJK-G
𰗚,木冖丂一,,CJK-G
𰗛,木又,,CJK-G
𰗜,厂犬木,,CJK-G
𰗝,木十冂丄,,CJK-G
𰗞,⺌彐木,,CJK-G
𰗟,木乂凵儿,,CJK-G
𰗠,木夊巾,,CJK-G
𰗡,木立丿,,CJK-G
𰗢,木冖车,,CJK-G
𰗣,亠人人木,,CJK-G
𰗤,木宀一,,CJK-G
𰗥,木力辶,,CJK-G
𰗦,木尸乀⺀,,CJK-G
𰗧,⺊囗コ木,,CJK-G
𰗨,木日寸,,CJK-G
𰗩,日木丿厶,,CJK-G
𰗪,口戈木,,CJK-G
𰗫,木口丑,,CJK-G
𰗬,木千辶,,CJK-G
𰗭,亠予丿木,,CJK-G
𰗮,木宀木,,CJK-G
𰗯,木冖八干,木冖儿干,CJK-G
𰗰,木己木,,CJK-G
𰗱,木大丶辶,,CJK-G
𰗲,木⺊囗夊,,CJK-G
𰗳,日木王,,CJK-G
𰗴,木彳丶王,,CJK-G
𰗵,木宀申,,CJK-G
𰗶,木⺍田,,CJK-G
𰗷,穴口木,,CJK-G
𰗸,木乛水三,,CJK-G
𰗹,木肀八,,CJK-G
𰗺,木十廾贝,,CJK-G
𰗻,木一业女,,CJK-G
𰗼,木日生,,CJK-G
𰗽,木日立,,CJK-G
𰗾,木矢木,,CJK-G
𰗿,彳氵亍木,,CJK-G
𰘀,木卅冖巾,,CJK-G
𰘁,木氵⺧儿,,CJK-G
𰘂,木米大,,CJK-G
𰘃,木予丿予,,CJK-G
𰘄,木阝一乚,,CJK-G
𰘅,木纟夊口,,CJK-G
𰘆,木乃日子,,CJK-G
𰘇,木一口丨,,CJK-G
𰘈,木龷八车,,CJK-G
𰘉,未田,,CJK-G
𰘊,日木厂七,,CJK-G
𰘋,日木⺁巴,,CJK-G
𰘌,木八金,,CJK-G
𰘍,木亻龶月,,CJK-G
𰘎,木𠂉十巴,,CJK-G
𰘏,木氵九木,,CJK-G
𰘐,止匕木文,,CJK-G
𰘑,米⺀十木,,CJK-G
𰘒,䒑屮欠木,,CJK-G
𰘓,艹冖木木,,CJK-G
𰘔,木示羊,,CJK-G
𰘕,木彐勹又,,CJK-G
𰘖,木卄三水,,CJK-G
𰘗,木龶勹夊,木士方夊,CJK-G
𰘘,木木亡心,,CJK-G
𰘙,木丂犭虫,,CJK-G
𰘚,木木一米,,CJK-G
𰘛,木貝戈,,CJK-G
𰘜,木田夊口,,CJK-G
𰘝,木八刀貝,,CJK-G
𰘞,乂木木一,,CJK-G
𰘟,木白小彡,,CJK-G
𰘠,木门⺈臼,,CJK-G
𰘡,方𠂉乛木,,CJK-G
𰘢,木宀耳又,,CJK-G
𰘣,木纟白巾,,CJK-G
𰘤,尸示寸木,,CJK-G
𰘥,木木冂冂,,CJK-G
𰘦,未言𠂉十,,CJK-G
𰘧,木十口,,CJK-G
𰘨,土土土木,,CJK-G
𰘩,木艹肀八,,CJK-G
𰘪,日木户方,日木戶方,CJK-G
𰘫,木日龶月,,CJK-G
𰘬,日木人心,,CJK-G
𰘭,止止止木,,CJK-G
𰘮,木户夊木,木戶夊木,CJK-G
𰘯,木糹夊口,,CJK-G
𰘰,木弓丆弓,,CJK-G
𰘱,弓丆日木,,CJK-G
𰘲,木阝日,,CJK-G
𰘳,木木口贝,,CJK-G
𰘴,木大丷火,,CJK-G
𰘵,木土皿,,CJK-G
𰘶,木鱼禾,,CJK-G
𰘷,木宀土,,CJK-G
𰘸,木米女夊,,CJK-G
𰘹,木冫欠貝,木二欠貝,CJK-G
𰘺,木丶王日,,CJK-G
𰘻,木日大,,CJK-G
𰘼,犭虫夊木,,CJK-G
𰘽,木日幺灬,,CJK-G
𰘾,石石石木,,CJK-G
𰘿,木日艹十,木日艹,CJK-G
𰙀,木門囗木,,CJK-G
𰙁,日木艹大,,CJK-G
𰙂,白幺幺兀,,CJK-G
𰙃,彳日一木,,CJK-G
𰙄,𠂉卌一木,,CJK-G
𰙅,臣𠂉口木,,CJK-G
𰙆,木木囗示,,CJK-G
𰙇,木口古口,,CJK-G
𰙈,𠂉卌一木,,CJK-G
𰙉,一米一米,,CJK-G
𰙊,九十欠,,CJK-G
𰙋,乌欠,,CJK-G
𰙌,囗コ欠,,CJK-G
𰙍,士冖厶欠,,CJK-G
𰙎,人一欠,,CJK-G
𰙏,日火欠,,CJK-G
𰙐,⺊目一欠,,CJK-G
𰙑,肀八欠,,CJK-G
𰙒,上米欠,,CJK-G
𰙓,人镸欠,,CJK-G
𰙔,爫丁口欠,,CJK-G
𰙕,米女欠,,CJK-G
𰙖,龶囗口欠,,CJK-G
𰙗,爫臼欠,,CJK-G
𰙘,合冊欠,,CJK-G
𰙙,亠水一欠,,CJK-G
𰙚,丁止,,CJK-G
𰙛,一止丁,,CJK-G
𰙜,刀丶止,,CJK-G
𰙝,止王,,CJK-G
𰙞,止壬,,CJK-G
𰙟,乃乀止,丿乛又止,CJK-G
𰙠,一冂人止,,CJK-G
𰙡,止宀匕,,CJK-G
𰙢,皮止,,CJK-G
𰙣,止巳七,,CJK-G
𰙤,一止一止,,CJK-G
𰙥,止匕⺁又,止匕厂又,CJK-G
𰙦,十戈止,,CJK-G
𰙧,口口止,,CJK-G
𰙨,彐土止,,CJK-G
𰙩,刀丶刀止,,CJK-G
𰙪,亠丷冖止,,CJK-G
𰙫,止土,,CJK-G
𰙬,來止,,CJK-G
𰙭,止隹,,CJK-G
𰙮,十止,,CJK-G
𰙯,止止戈乚,,CJK-G
𰙰,止食,,CJK-G
𰙱,止宀至,,CJK-G
𰙲,亠丷冖止,,CJK-G
𰙳,阝夊ヰ止,,CJK-G
𰙴,一口冂止,,CJK-G
𰙵,止高,,CJK-G
𰙶,宀八止,,CJK-G
𰙷,亠丷冂止,,CJK-G
𰙸,一止立早,,CJK-G
𰙹,止糹糸,,CJK-G
𰙺,舟頁止,,CJK-G
𰙻,里厂木止,,CJK-G
𰙼,一夕三,,CJK-G
𰙽,一夕十丄,,CJK-G
𰙾,一夕人王,一夕入王,CJK-G
𰙿,一夕止,,CJK-G
𰚀,一夕辛,,CJK-G
𰚁,一夕立早,,CJK-G
𰚂,一夕木貝,,CJK-G
𰚃,壴殳,,CJK-G
𰚄,亠八乂殳,,CJK-G
𰚅,冖車殳,,CJK-G
𰚆,口十口殳,,CJK-G
𰚇,亠丷冂殳,,CJK-G
𰚈,,,CJK-G
𰚉,口冊,,CJK-G
𰚊,业䒑八殳,,CJK-G
𰚋,⺈口匕丂,,CJK-G
𰚌,匕匕广又,,CJK-G
𰚍,毛门,,CJK-G
𰚎,毛匕匕,,CJK-G
𰚏,不毛,,CJK-G
𰚐,毛厶,,CJK-G
𰚑,毛八刀,,CJK-G
𰚒,毛申,,CJK-G
𰚓,毛由,,CJK-G
𰚔,宀丁毛,,CJK-G
𰚕,毛刀口,,CJK-G
𰚖,龷八毛,,CJK-G
𰚗,䒑廾毛,,CJK-G
𰚘,毛十冖子,,CJK-G
𰚙,毛一米,,CJK-G
𰚚,毛亻丁口,,CJK-G
𰚛,毛爫寸,,CJK-G
𰚜,毛爫子,,CJK-G
𰚝,毛言,,CJK-G
𰚞,龶冂丄毛,龶丄毛,CJK-G
𰚟,毛日一寸,,CJK-G
𰚠,宀示毛,,CJK-G
𰚡,毛亠人十,,CJK-G
𰚢,立口毛,,CJK-G
𰚣,毛門,,CJK-G
𰚤,覀土毛,西土毛,CJK-G
𰚥,禾刀厂毛,,CJK-G
𰚦,米女毛,,CJK-G
𰚧,毛馬,,CJK-G
𰚨,來力毛,,CJK-G
𰚩,辰寸毛,,CJK-G
𰚪,〢皿毛,,CJK-G
𰚫,高毛,,CJK-G
𰚬,毛宀斤八,,CJK-G
𰚭,习习ユ毛,,CJK-G
𰚮,予丿示毛,,CJK-G
𰚯,覀示毛,,CJK-G
𰚰,一米夊毛,,CJK-G
𰚱,⺷皿毛,,CJK-G
𰚲,毛米龷八,,CJK-G
𰚳,亦毛毛毛,,CJK-G
𰚴,毛宀心丁,,CJK-G
𰚵,十戈非毛,,CJK-G
𰚶,耳耳耳毛,,CJK-G
𰚷,己土,,CJK-G
𰚸,二厶巳七,,CJK-G
𰚹,冂大巳七,,CJK-G
