char,division,division_tw,region
𰚺,車夕夕七,,CJK-G
𰚻,气匕,,CJK-G
𰚼,气二厶,,CJK-G
𰚽,气勹,,CJK-G
𰚾,气未,,CJK-G
𰚿,气目,,CJK-G
𰛀,气士口,,CJK-G
𰛁,气囗工,,CJK-G
𰛂,气⺈口儿,,CJK-G
𰛃,气八刀日,,CJK-G
𰛄,乛亅,,CJK-G
𰛅,亅,,CJK-G
𰛆,丿水,,CJK-G
𰛇,氵寸,,CJK-G
𰛈,氵上,,CJK-G
𰛉,氵门,,CJK-G
𰛊,氵马,,CJK-G
𰛋,水寸,,CJK-G
𰛌,氵耂,,CJK-G
𰛍,氵又,,CJK-G
𰛎,氵夫,,CJK-G
𰛏,氵人人,,CJK-G
𰛐,水欠,,CJK-G
𰛑,氵宀一,,CJK-G
𰛒,氵七小,,CJK-G
𰛓,氵マ,,CJK-G
𰛔,氵大⺀,氵大冫,CJK-G
𰛕,一日水,,CJK-G
𰛖,大丷水,,CJK-G
𰛗,氵丬匕,,CJK-G
𰛘,水口乂,,CJK-G
𰛙,目水,,CJK-G
𰛚,氵一,,CJK-G
𰛛,氵门人,,CJK-G
𰛜,氵丨ココ,,CJK-G
𰛝,氵女又,,CJK-G
𰛞,氵王力,,CJK-G
𰛟,氵王八,,CJK-G
𰛠,氵一夕匕,,CJK-G
𰛡,氵匕匕十,,CJK-G
𰛢,氵丨土,,CJK-G
𰛣,扌九丶水,,CJK-G
𰛤,氵艹,,CJK-G
𰛥,氵山己,,CJK-G
𰛦,氵山夕,,CJK-G
𰛧,氵上小,,CJK-G
𰛨,氵⺈贝,,CJK-G
𰛩,氵门马,,CJK-G
𰛪,亦水,,CJK-G
𰛫,氵扌片,,CJK-G
𰛬,氵十冂大,,CJK-G
𰛭,氵匕匕土,,CJK-G
𰛮,氵⺊囗乂,,CJK-G
𰛯,氵禾儿,,CJK-G
𰛰,氵亻工,,CJK-G
𰛱,氵千辶,,CJK-G
𰛲,氵人一,,CJK-G
𰛳,氵欠乀,,CJK-G
𰛴,氵白七,,CJK-G
𰛵,氵门木,,CJK-G
𰛶,氵方子,,CJK-G
𰛷,氵丷巾八,,CJK-G
𰛸,氵宀之,,CJK-G
𰛹,氵亡心,,CJK-G
𰛺,氵阝月,,CJK-G
𰛻,氵彐火,,CJK-G
𰛼,水マ用,,CJK-G
𰛽,氵丁页,,CJK-G
𰛾,來水,,CJK-G
𰛿,氵⺊日又,,CJK-G
𰜀,氵止月,氵止⺼,CJK-G
𰜁,水日匕匕,,CJK-G
𰜂,丿止廴水,,CJK-G
𰜃,氵口,,CJK-G
𰜄,氵禾彡,,CJK-G
𰜅,亻口水,,CJK-G
𰜆,水月月,,CJK-G
𰜇,水亻一乂,,CJK-G
𰜈,氵⺍田,,CJK-G
𰜉,火火水,,CJK-G
𰜊,亠囗口水,,CJK-G
𰜋,氵尸丶水,,CJK-G
𰜌,氵車刀,,CJK-G
𰜍,氵壴,,CJK-G
𰜎,氵木子力,,CJK-G
𰜏,水頁,,CJK-G
𰜐,氵〢见,,CJK-G
𰜑,氵艹千又,,CJK-G
𰜒,氵口丨皿,,CJK-G
𰜓,氵上小寸,,CJK-G
𰜔,氵口丄日,,CJK-G
𰜕,氵日皿,,CJK-G
𰜖,氵冂人皿,氵冂入皿,CJK-G
𰜗,氵口口口,,CJK-G
𰜘,氵𠂉木,,CJK-G
𰜙,氵爫子力,,CJK-G
𰜚,氵隹一,,CJK-G
𰜛,氵隹一,,CJK-G
𰜜,氵立木,,CJK-G
𰜝,氵䒑夫,,CJK-G
𰜞,氵穴夭,,CJK-G
𰜟,氵立口亅,,CJK-G
𰜠,氵忄艮,,CJK-G
𰜡,氵阝夊ヰ,,CJK-G
𰜢,氵力口贝,,CJK-G
𰜣,氵尸羊,,CJK-G
𰜤,氵山人王,氵山入王,CJK-G
𰜥,氵一丌丌,,CJK-G
𰜦,氵卄二止,,CJK-G
𰜧,氵日士口,,CJK-G
𰜨,氵艹子,,CJK-G
𰜩,氵囗大心,,CJK-G
𰜪,氵口丄目,,CJK-G
𰜫,氵⺁一辶,,CJK-G
𰜬,氵山,,CJK-G
𰜭,氵人一口,,CJK-G
𰜮,氵文耳,,CJK-G
𰜯,氵冖八力,氵冖儿力,CJK-G
𰜰,氵水彐,,CJK-G
𰜱,氵扌斤日,,CJK-G
𰜲,氵龶罒二,,CJK-G
𰜳,氵贝贝女,,CJK-G
𰜴,氵艹夊丰,,CJK-G
𰜵,氵口口田,,CJK-G
𰜶,氵户夊口,氵戶夊口,CJK-G
𰜷,氵⺮弓丿,,CJK-G
𰜸,氵亻立亅,,CJK-G
𰜹,氵身夊,,CJK-G
𰜺,氵⺮立,,CJK-G
𰜻,氵犭龷日,,CJK-G
𰜼,氵宀耳又,,CJK-G
𰜽,氵冫欠皿,氵二欠皿,CJK-G
𰜾,䒑氵雨,,CJK-G
𰜿,氵穴米,,CJK-G
𰝀,氵丷罒又,,CJK-G
𰝁,氵門丿,,CJK-G
𰝂,氵厶厶小,,CJK-G
𰝃,氵雨方,,CJK-G
𰝄,氵馬乃,,CJK-G
𰝅,氵艹冖口,,CJK-G
𰝆,氵虫虫,,CJK-G
𰝇,氵丿人一,,CJK-G
𰝈,氵穴田八,,CJK-G
𰝉,丷日水,,CJK-G
𰝊,氵丷弓目,,CJK-G
𰝋,氵阝⺈心,,CJK-G
𰝌,氵弓子,,CJK-G
𰝍,氵习习车,,CJK-G
𰝎,氵糹一刂,,CJK-G
𰝏,氵門丑,,CJK-G
𰝐,氵彐工寸,,CJK-G
𰝑,氵十戈車,,CJK-G
𰝒,氵木口耳,,CJK-G
𰝓,氵龶月乂,,CJK-G
𰝔,氵扌人口,,CJK-G
𰝕,氵口日皿,氵口囗皿,CJK-G
𰝖,氵禺心,,CJK-G
𰝗,氵⺮门日,,CJK-G
𰝘,氵火火凵,,CJK-G
𰝙,丰阝氵月,,CJK-G
𰝚,氵覀龵月,,CJK-G
𰝛,氵車斤土,,CJK-G
𰝜,氵厂日犬,,CJK-G
𰝝,氵一勹皿,,CJK-G
𰝞,氵⺮肀八,,CJK-G
𰝟,氵鱼羊,,CJK-G
𰝠,氵宀爿又,,CJK-G
𰝡,氵宀女月,,CJK-G
𰝢,氵覀大辶,,CJK-G
𰝣,氵來⺧口,,CJK-G
𰝤,氵日业页,,CJK-G
𰝥,氵小丿大,,CJK-G
𰝦,氵白穴口,,CJK-G
𰝧,氵彐厶木,氵白匕木,CJK-G
𰝨,氵䒑月习,,CJK-G
𰝩,氵广䒑灬,氵广八灬,CJK-G
𰝪,氵彐月,,CJK-G
𰝫,氵尸木火,,CJK-G
𰝬,氵雨月月,,CJK-G
𰝭,氵艹日水,,CJK-G
𰝮,氵麻石,,CJK-G
𰝯,氵言日乚,,CJK-G
𰝰,氵雨面,,CJK-G
𰝱,氵亠厶乂,氵七丶乂,CJK-G
𰝲,氵覀羊习,,CJK-G
𰝳,氵冖立,,CJK-G
𰝴,氵宀十习,,CJK-G
𰝵,氵金艹又,氵金卝又,CJK-G
𰝶,火了,,CJK-G
𰝷,火工,,CJK-G
𰝸,丿火,,CJK-G
𰝹,火⺈丶,,CJK-G
𰝺,火⺈丶,,CJK-G
𰝻,千灬,,CJK-G
𰝼,火子,,CJK-G
𰝽,尤灬,,CJK-G
𰝾,火长,,CJK-G
𰝿,火𠂉十,,CJK-G
𰞀,之灬,,CJK-G
𰞁,一冂人灬,,CJK-G
𰞂,冂巳火,,CJK-G
𰞃,火丬匕,,CJK-G
𰞄,冂大火,,CJK-G
𰞅,由灬,,CJK-G
𰞆,丬匕乚人,,CJK-G
𰞇,火又,,CJK-G
𰞈,火⺀十,,CJK-G
𰞉,火二厶力,,CJK-G
𰞊,土土火,,CJK-G
𰞋,火夫丷,,CJK-G
𰞌,火扌丿七,,CJK-G
𰞍,火艹,,CJK-G
𰞎,冂人人火,,CJK-G
𰞏,火囗丿,,CJK-G
𰞐,牛八火,,CJK-G
𰞑,火⺈巴,,CJK-G
𰞒,火⺈厂㔾,,CJK-G
𰞓,夊土火,,CJK-G
𰞔,火夕口,,CJK-G
𰞕,犭九丶火,,CJK-G
𰞖,犭九丶灬,,CJK-G
𰞗,火九木,,CJK-G
𰞘,彳亍火,,CJK-G
𰞙,亠八乂火,,CJK-G
𰞚,立丿火,,CJK-G
𰞛,火广干,,CJK-G
𰞜,乛水一火,,CJK-G
𰞝,火彐彐,,CJK-G
𰞞,彐彐火,,CJK-G
𰞟,扌火灬,,CJK-G
𰞠,扌亠几灬,,CJK-G
𰞡,木口灬,,CJK-G
𰞢,火土勹冫,火土勹二,CJK-G
𰞣,火山人乛,,CJK-G
𰞤,火〢又土,,CJK-G
𰞥,火囗火,,CJK-G
𰞦,火夊彡,,CJK-G
𰞧,月寸火,⺼寸火,CJK-G
𰞨,勹口力灬,,CJK-G
𰞩,火人一木,,CJK-G
𰞪,火火一勹,,CJK-G
𰞫,尸毛火,,CJK-G
𰞬,火刀田,,CJK-G
𰞭,火⺊囗⺀,,CJK-G
𰞮,火日一大,,CJK-G
𰞯,艹亻匕灬,,CJK-G
𰞰,囗口火,,CJK-G
𰞱,火虎,,CJK-G
𰞲,夊田灬,,CJK-G
𰞳,火鱼,,CJK-G
𰞴,非灬,,CJK-G
𰞵,火火⺁又,火火厂又,CJK-G
𰞶,宀且灬,,CJK-G
𰞷,火厶大彡,,CJK-G
𰞸,火刀口阝,,CJK-G
𰞹,氵皮火,,CJK-G
𰞺,火一止夊,,CJK-G
𰞻,火十廾贝,,CJK-G
𰞼,扌乛水灬,,CJK-G
𰞽,木乛水灬,,CJK-G
𰞾,火艹口,,CJK-G
𰞿,⺊口戈灬,,CJK-G
𰟀,冂二目灬,,CJK-G
𰟁,火亻言,,CJK-G
𰟂,火勹巳灬,,CJK-G
𰟃,火宀月,,CJK-G
𰟄,火门夊口,,CJK-G
𰟅,彐厶匚火,,CJK-G
𰟆,弓士口灬,,CJK-G
𰟇,扌酉火,,CJK-G
𰟈,日夕口灬,,CJK-G
𰟉,目刀口灬,,CJK-G
𰟊,尚儿灬,,CJK-G
𰟋,火囗大厶,,CJK-G
𰟌,田母灬,,CJK-G
𰟍,火八乂夕,,CJK-G
𰟎,火火龷八,,CJK-G
𰟏,火䒑八皿,,CJK-G
𰟐,火革二,,CJK-G
𰟑,龷八㇉灬,,CJK-G
𰟒,火覀王丶,火西王丶,CJK-G
𰟓,火卄一入,,CJK-G
𰟔,火⺧口辶,,CJK-G
𰟕,火彳人龰,,CJK-G
𰟖,火匕矢欠,,CJK-G
𰟗,人一日火,,CJK-G
𰟘,火门⺈臼,,CJK-G
𰟙,火其木,,CJK-G
𰟚,土火火,,CJK-G
𰟛,木乂乂灬,乂乂木灬,CJK-G
𰟜,火覀土土,,CJK-G
𰟝,革力一火,,CJK-G
𰟞,土土土火,,CJK-G
𰟟,火門王,,CJK-G
𰟠,冫戊一灬,,CJK-G
𰟡,火氵日,,CJK-G
𰟢,火⺍冖見,,CJK-G
𰟣,木日一火,,CJK-G
𰟤,火大丷灬,,CJK-G
𰟥,大丷手火,,CJK-G
𰟦,火禺心,,CJK-G
𰟧,火口耳戈,,CJK-G
𰟨,火臼,,CJK-G
𰟩,僉灬,,CJK-G
𰟪,火耳又,火耳又人,CJK-G
𰟫,火門夊口,,CJK-G
𰟬,火上小米,,CJK-G
𰟭,火火火火,,CJK-G
𰟮,氵卄一灬,,CJK-G
𰟯,火火冖田,,CJK-G
𰟰,火大丆日,,CJK-G
𰟱,匚口口灬,,CJK-G
𰟲,火宀艹丶,火宀卝丶,CJK-G
𰟳,言隹灬,,CJK-G
𰟴,耂日灬日,,CJK-G
𰟵,火黑犬,,CJK-G
𰟶,火艹豕,,CJK-G
𰟷,䒑廾馬火,,CJK-G
𰟸,火阝僉,,CJK-G
𰟹,阝䒑火,,CJK-G
𰟺,火火火木,,CJK-G
𰟻,火口口夊,,CJK-G
𰟼,爪一幺,,CJK-G
𰟽,爪厶口,,CJK-G
𰟾,爫冂人又,,CJK-G
𰟿,爫冖月,,CJK-G
𰠀,爫口木,,CJK-G
𰠁,來爪,,CJK-G
𰠂,爫二手,,CJK-G
𰠃,囗古爪,,CJK-G
𰠄,爫亠人十,,CJK-G
𰠅,爪亦山,,CJK-G
𰠆,爫マ冂廾,,CJK-G
𰠇,衤刀爫又,,CJK-G
𰠈,爫土人,,CJK-G
𰠉,爫口口十,,CJK-G
𰠊,爫糹糹十,,CJK-G
𰠋,八乂尤丿,,CJK-G
𰠌,八乂戊丶,,CJK-G
𰠍,八乂上又,,CJK-G
𰠎,爿殳,,CJK-G
𰠏,爿又又,,CJK-G
𰠐,爿勹,,CJK-G
𰠑,爿生,,CJK-G
𰠒,爿向,,CJK-G
𰠓,爿丆目,,CJK-G
𰠔,爿口王,爿口壬,CJK-G
𰠕,爿广矢,,CJK-G
𰠖,爿丶丌口,,CJK-G
𰠗,丬子,,CJK-G
𰠘,丬𠂉子辶,,CJK-G
𰠙,片爪,,CJK-G
𰠚,片方,,CJK-G
𰠛,片一戈,,CJK-G
𰠜,片心丿,,CJK-G
𰠝,片又丶,,CJK-G
𰠞,片一日乂,,CJK-G
𰠟,片龶冂丄,片龶丄,CJK-G
𰠠,牙下,,CJK-G
𰠡,牙丿夫,,CJK-G
𰠢,牙士口,,CJK-G
𰠣,女子牙,,CJK-G
𰠤,牙⺧口,,CJK-G
𰠥,牙士罒貝,,CJK-G
𰠦,牛又,,CJK-G
𰠧,口牛,,CJK-G
𰠨,尸牛,,CJK-G
𰠩,牛十又,,CJK-G
𰠪,牛厂㔾,,CJK-G
𰠫,牛冂乂,,CJK-G
𰠬,牛子乚,,CJK-G
𰠭,牛未,,CJK-G
𰠮,牛又丶,牛乂丶,CJK-G
𰠯,牛工,,CJK-G
𰠰,牛一火,,CJK-G
𰠱,牛冂大,,CJK-G
𰠲,牛ス工,,CJK-G
𰠳,牛丶王,,CJK-G
𰠴,牛七丿兀,,CJK-G
𰠵,牛丶艮,,CJK-G
𰠶,牛勹夕寸,,CJK-G
𰠷,牛隶,,CJK-G
𰠸,牛立口亅,,CJK-G
𰠹,牛罒土厶,,CJK-G
𰠺,糹勹牛,,CJK-G
𰠻,牛米田,,CJK-G
𰠼,牛口丄貝,,CJK-G
𰠽,子犬,,CJK-G
𰠾,犭千,,CJK-G
𰠿,犭八刀,,CJK-G
𰡀,勹冫犬,,CJK-G
𰡁,犭亠八,,CJK-G
𰡂,犭マ,,CJK-G
𰡃,犭未,,CJK-G
𰡄,犭⺊尸,,CJK-G
𰡅,犭大厶,,CJK-G
𰡆,犭用,,CJK-G
𰡇,犭夕卜,,CJK-G
𰡈,犬且,,CJK-G
𰡉,犭一业,,CJK-G
𰡊,犭夭,,CJK-G
𰡋,犭冖车,,CJK-G
𰡌,犭舟,,CJK-G
𰡍,犭大大,,CJK-G
𰡎,犭一米,,CJK-G
𰡏,犭口冂人,,CJK-G
𰡐,犭口贝,,CJK-G
𰡑,犭亠田,,CJK-G
𰡒,犭辛,,CJK-G
𰡓,犭一,,CJK-G
𰡔,犭车斤,,CJK-G
𰡕,犭木斤,,CJK-G
𰡖,犭口皿,,CJK-G
𰡗,犭八,,CJK-G
𰡘,犭人丶贝,犭人一贝,CJK-G
𰡙,犭七日,,CJK-G
𰡚,犭斤欠,,CJK-G
𰡛,犭人一冊,,CJK-G
𰡜,犭龶𧘇,,CJK-G
𰡝,犭艹目,,CJK-G
𰡞,犭十廾贝,,CJK-G
𰡟,犭貝刂,,CJK-G
𰡠,犭广卄又,,CJK-G
𰡡,犭罒勹口,,CJK-G
𰡢,犭贝贝女,,CJK-G
𰡣,犭言夊,,CJK-G
𰡤,犭言火,,CJK-G
𰡥,犭习习白,,CJK-G
𰡦,亠丷冂丶,,CJK-G
𰡧,口口日犬,,CJK-G
𰡨,犭罒土𧘇,,CJK-G
𰡩,犭艹丷斤,,CJK-G
𰡪,麻犭勹口,,CJK-G
𰡫,犭丷夫馬,,CJK-G
𰡬,犭米覀早,,CJK-G
𰡭,王九,,CJK-G
𰡮,王丷,,CJK-G
𰡯,王戈,,CJK-G
𰡰,王车,,CJK-G
𰡱,王冂人,,CJK-G
𰡲,文王丶,,CJK-G
𰡳,王丶人⺀,,CJK-G
𰡴,王一止,,CJK-G
𰡵,王⺊尸,,CJK-G
𰡶,王上卜,,CJK-G
𰡷,王王儿,,CJK-G
𰡸,甶王,,CJK-G
𰡹,王乂,,CJK-G
𰡺,王丰八,,CJK-G
𰡻,王文凵,,CJK-G
𰡼,王乃木,,CJK-G
𰡽,王丰寸,,CJK-G
𰡾,王爫女,,CJK-G
𰡿,王丶几巾,,CJK-G
𰢀,王夕王,,CJK-G
𰢁,王人人王,,CJK-G
𰢂,王冂米,,CJK-G
𰢃,尚王丶,,CJK-G
𰢄,王肀八,,CJK-G
𰢅,王一口田,,CJK-G
𰢆,王王人下,,CJK-G
𰢇,王王人小,,CJK-G
𰢈,王千里,,CJK-G
𰢉,王虍文,,CJK-G
𰢊,王丶王丶,,CJK-G
𰢋,王匚口口,,CJK-G
𰢌,王王人示,,CJK-G
𰢍,麻王丶,,CJK-G
𰢎,王禾勹木,,CJK-G
𰢏,王而而,,CJK-G
𰢐,王止止止,,CJK-G
𰢑,王鱼日,,CJK-G
𰢒,阝日一丶,,CJK-G
𰢓,王曲一䒑,,CJK-G
𰢔,王⺮日乚,,CJK-G
𰢕,王鹵木,,CJK-G
𰢖,王口丂巾,,CJK-G
𰢗,王日艹十,王日艹,CJK-G
𰢘,王麻石,,CJK-G
𰢙,王冊,,CJK-G
𰢚,王耳耳耳,,CJK-G
𰢛,爪乚,,CJK-G
𰢜,瓜勹巳,,CJK-G
𰢝,瓜丶艮,,CJK-G
𰢞,瓜金,,CJK-G
𰢟,禾女瓜,,CJK-G
𰢠,瓜艹亠巾,,CJK-G
𰢡,臼且八瓜,,CJK-G
𰢢,一尢瓦,,CJK-G
𰢣,瓦大十廾,,CJK-G
𰢤,贝贝瓦,,CJK-G
𰢥,覀女瓦,,CJK-G
𰢦,米女瓦,,CJK-G
𰢧,卄二心,,CJK-G
𰢨,卄二月,,CJK-G
𰢩,卄二耂匕,,CJK-G
𰢪,其之,,CJK-G
𰢫,小丿生,,CJK-G
𰢬,生口丂,,CJK-G
𰢭,生士口,,CJK-G
𰢮,里生,,CJK-G
𰢯,生木囗丷,,CJK-G
𰢰,勹用,,CJK-G
𰢱,用用,,CJK-G
𰢲,心丿用,,CJK-G
𰢳,マ用丿丶,,CJK-G
𰢴,一田,,CJK-G
𰢵,田凵,,CJK-G
𰢶,田丂,,CJK-G
𰢷,由丷,,CJK-G
𰢸,川田,,CJK-G
𰢹,田一廾,,CJK-G
𰢺,田亻匕,,CJK-G
𰢻,由勹,,CJK-G
𰢼,田𧘇,,CJK-G
𰢽,田勹,,CJK-G
𰢾,亠田人,,CJK-G
𰢿,田口,,CJK-G
𰣀,田生,,CJK-G
𰣁,田口,,CJK-G
𰣂,甲冂土,,CJK-G
𰣃,夕匕田,,CJK-G
𰣄,立甲,,CJK-G
𰣅,母田,,CJK-G
𰣆,甲夊口,,CJK-G
𰣇,几丶巛田,,CJK-G
𰣈,龸甶,,CJK-G
𰣉,田力王,,CJK-G
𰣊,田力又,,CJK-G
𰣋,土人人田,,CJK-G
𰣌,田力䒑大,,CJK-G
𰣍,田立口亅,,CJK-G
𰣎,田龷八小,,CJK-G
𰣏,田𡗗水,,CJK-G
𰣐,申日⺌兀,,CJK-G
𰣑,田予丿示,,CJK-G
𰣒,壬厶卯田,,CJK-G
𰣓,丿米田,,CJK-G
𰣔,田艹力,,CJK-G
𰣕,一口田日,,CJK-G
𰣖,田田冖且,,CJK-G
𰣗,米大田,,CJK-G
𰣘,米米田,,CJK-G
𰣙,田癶弓殳,,CJK-G
𰣚,田弓工口,,CJK-G
𰣛,田力丷日,,CJK-G
𰣜,口口田廴,,CJK-G
𰣝,一口田日,,CJK-G
𰣞,田田雨田,,CJK-G
𰣟,田木田田,,CJK-G
𰣠,丆日乛龰,,CJK-G
𰣡,亡罒乛龰,,CJK-G
𰣢,疒冂乂,,CJK-G
𰣣,疒口丨,,CJK-G
𰣤,疒亠,,CJK-G
𰣥,疒亻九,,CJK-G
𰣦,疒丶力丶,,CJK-G
𰣧,疒力八,,CJK-G
𰣨,疒又又,,CJK-G
𰣩,疒宀丁,,CJK-G
𰣪,疒女又,,CJK-G
𰣫,疒八,,CJK-G
𰣬,疒文,,CJK-G
𰣭,疒日女,,CJK-G
𰣮,疒⺈用,疒⺈土,CJK-G
𰣯,疒门日,,CJK-G
𰣰,疒火月,疒火⺼,CJK-G
𰣱,一爿非,,CJK-G
𰣲,疒⺍田,,CJK-G
𰣳,疒マ用一,,CJK-G
𰣴,疒立女,,CJK-G
𰣵,疒山而,,CJK-G
𰣶,疒口丄贝,,CJK-G
𰣷,疒貝刂,,CJK-G
𰣸,疒夕㔾心,,CJK-G
𰣹,疒月日一,疒⺼日一,CJK-G
𰣺,疒一冂人,,CJK-G
𰣻,疒丅口口,,CJK-G
𰣼,疒禾口八,,CJK-G
𰣽,疒亦手,,CJK-G
𰣾,疒口口田,,CJK-G
𰣿,疒虫宀匕,,CJK-G
𰤀,疒月丷儿,疒⺼丷儿,CJK-G
𰤁,一爿丌田,,CJK-G
𰤂,疒十早月,,CJK-G
𰤃,疒隹火,,CJK-G
𰤄,疒人人日,,CJK-G
𰤅,一爿艹禺,,CJK-G
𰤆,疒一田,,CJK-G
𰤇,疒⺈用羊,疒⺈羊,CJK-G
𰤈,疒士心里,,CJK-G
𰤉,疒木覀示,,CJK-G
𰤊,一爿魚羊,,CJK-G
𰤋,疒禾艹火,,CJK-G
𰤌,癶大,,CJK-G
𰤍,癶弓,,CJK-G
𰤎,癶弓丨,,CJK-G
𰤏,癶电,,CJK-G
𰤐,癶丌口一,,CJK-G
𰤑,癶方夊,,CJK-G
𰤒,白乛,,CJK-G
𰤓,白𠄎,,CJK-G
𰤔,白巛,,CJK-G
𰤕,白小,,CJK-G
𰤖,白早,,CJK-G
𰤗,白亥,,CJK-G
𰤘,女子白,,CJK-G
𰤙,扌斤白,,CJK-G
𰤚,夫夫白,,CJK-G
𰤛,矢口白,,CJK-G
𰤜,月月白,,CJK-G
𰤝,白龷羊八,,CJK-G
𰤞,皮丩,,CJK-G
𰤟,皮土厶,,CJK-G
𰤠,丨ココ皮,,CJK-G
𰤡,勹巳皮,,CJK-G
𰤢,皮生,,CJK-G
𰤣,至皮,,CJK-G
𰤤,冂人人皮,,CJK-G
𰤥,夊口皮,,CJK-G
𰤦,皮米,,CJK-G
𰤧,皮彐彐,,CJK-G
𰤨,皮大辶,,CJK-G
𰤩,皮禾刂,,CJK-G
𰤪,宀一兀皮,,CJK-G
𰤫,皮十乛大,,CJK-G
𰤬,十乛⺀皮,,CJK-G
𰤭,大皮,,CJK-G
𰤮,日日皮,,CJK-G
𰤯,其乚皮,,CJK-G
𰤰,大丷电皮,,CJK-G
𰤱,皮骨,,CJK-G
𰤲,皿丁,,CJK-G
𰤳,マ皿,,CJK-G
𰤴,几皿,,CJK-G
𰤵,千皿,,CJK-G
𰤶,大丷皿,,CJK-G
𰤷,田皿,,CJK-G
𰤸,夕匕皿,,CJK-G
𰤹,氵人皿,,CJK-G
𰤺,罒儿皿,,CJK-G
𰤻,口口丨皿,,CJK-G
𰤼,日日皿,,CJK-G
𰤽,一夕一皿,一夕二皿,CJK-G
𰤾,目月皿,,CJK-G
𰤿,片目皿,,CJK-G
𰥀,目目皿,,CJK-G
𰥁,⺷皿不,,CJK-G
𰥂,⺷皿人乛,,CJK-G
𰥃,士殳皿,,CJK-G
𰥄,⺷皿㇆口,,CJK-G
𰥅,䒑八皿儿,,CJK-G
𰥆,丿丿皿,,CJK-G
𰥇,丂丄皿,丂丿皿,CJK-G
𰥈,土卜皿阝,,CJK-G
𰥉,鹵月皿,,CJK-G
𰥊,立早夊皿,,CJK-G
𰥋,目㇆一,,CJK-G
𰥌,目下,,CJK-G
𰥍,目大,,CJK-G
𰥎,大目,,CJK-G
𰥏,目口,,CJK-G
𰥐,亠目一,,CJK-G
𰥑,十目丄,,CJK-G
𰥒,目人人,,CJK-G
𰥓,目勹,,CJK-G
𰥔,目夭,,CJK-G
𰥕,目マ,,CJK-G
𰥖,𡗗目,,CJK-G
𰥗,目扌丁,,CJK-G
𰥘,冂大目,,CJK-G
𰥙,山二目,,CJK-G
𰥚,禾目,,CJK-G
𰥛,目讠川,,CJK-G
𰥜,屮凵目,,CJK-G
𰥝,目火,,CJK-G
𰥞,艹冖目,,CJK-G
𰥟,小丿目乜,,CJK-G
𰥠,亦目,,CJK-G
𰥡,宀寸目,,CJK-G
𰥢,目一,,CJK-G
𰥣,目〢又土,,CJK-G
𰥤,目日女,,CJK-G
𰥥,禾又目,,CJK-G
𰥦,目彳殳,,CJK-G
𰥧,目丬夊,,CJK-G
𰥨,目门月,,CJK-G
𰥩,目尸二丶,,CJK-G
𰥪,目夫见,,CJK-G
𰥫,目耳又,,CJK-G
𰥬,目艹人,,CJK-G
𰥭,目口电,,CJK-G
𰥮,目山厂干,,CJK-G
𰥯,目八厶心,,CJK-G
𰥰,龵目勹厶,,CJK-G
𰥱,目亻亠夫,,CJK-G
𰥲,亡目目,,CJK-G
𰥳,目广⺊口,,CJK-G
𰥴,目氵立,,CJK-G
𰥵,目革,,CJK-G
𰥶,龵目口乂,,CJK-G
𰥷,目宀工口,,CJK-G
𰥸,目艹人木,,CJK-G
𰥹,目尚儿,,CJK-G
𰥺,十亻,,CJK-G
𰥻,目宀辛,,CJK-G
𰥼,米夊目,,CJK-G
𰥽,目弓目,,CJK-G
𰥾,土八目,,CJK-G
𰥿,目龷八电,,CJK-G
𰦀,目丷夫目,,CJK-G
𰦁,目宀火火,,CJK-G
𰦂,士皮目,,CJK-G
𰦃,目禾勹木,,CJK-G
𰦄,目尚田,,CJK-G
𰦅,目冖車辶,,CJK-G
𰦆,目火火电,,CJK-G
𰦇,目門耳,,CJK-G
𰦈,龵目金十,,CJK-G
𰦉,目土儿儿,,CJK-G
𰦊,目⺮隹又,,CJK-G
𰦋,目⺮罒丶,,CJK-G
𰦌,十八八,,CJK-G
𰦍,予丿丶,,CJK-G
𰦎,戈予丿,,CJK-G
𰦏,予丿戈丿,,CJK-G
𰦐,予丿止匕,,CJK-G
𰦑,予丿金,,CJK-G
𰦒,𠂉夫,,CJK-G
𰦓,矢卜,,CJK-G
𰦔,矢见,,CJK-G
𰦕,矢ユ人,,CJK-G
𰦖,矢矢,,CJK-G
𰦗,矢土乚土,,CJK-G
𰦘,矢口丁口,,CJK-G
𰦙,矢口㇆口,,CJK-G
𰦚,矢止矢,,CJK-G
𰦛,矢一口乙,,CJK-G
𰦜,矢罒土厶,,CJK-G
𰦝,矢口口,,CJK-G
𰦞,矢艹日大,,CJK-G
𰦟,矢一土,,CJK-G
𰦠,匕矢⺈貝,,CJK-G
𰦡,矢一口大,,CJK-G
𰦢,矢⺈田日,,CJK-G
𰦣,矢矢來,,CJK-G
𰦤,石卩丶,,CJK-G
𰦥,石⺁又,石厂又,CJK-G
𰦦,石厂力,,CJK-G
𰦧,石一彑,,CJK-G
𰦨,石丶力丶,,CJK-G
𰦩,石户,,CJK-G
𰦪,石尸一,,CJK-G
𰦫,石又又,,CJK-G
𰦬,石又又,,CJK-G
𰦭,石尤丿,,CJK-G
𰦮,石尢力,,CJK-G
𰦯,石上卜,,CJK-G
𰦰,石又,,CJK-G
𰦱,巳七石,,CJK-G
𰦲,石又寸,,CJK-G
𰦳,石耳,,CJK-G
𰦴,石一业,,CJK-G
𰦵,石大寸,,CJK-G
𰦶,石一日一,,CJK-G
𰦷,艹冖石,,CJK-G
